BattingTeam,BowlingTeam,Venue,Overs,current_score,wickets_left,current_run_rate,required_run_rate,target
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",7.3,79,9,10.533333333333331,6.32,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",7.4,80,9,10.434782608695652,6.324324324324325,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",7.5,80,9,10.212765957446807,6.410958904109589,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",7.6,81,9,10.125,6.416666666666667,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",8.1,82,9,10.040816326530612,6.422535211267606,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",8.2,88,9,10.56,6.0,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",8.3,89,9,10.470588235294118,6.0,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",8.4,93,9,10.73076923076923,5.735294117647059,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",8.5,97,9,10.9811320754717,5.462686567164179,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",8.6,97,9,10.77777777777778,5.545454545454546,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",9.1,101,9,11.018181818181818,5.2615384615384615,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",9.2,101,9,10.821428571428571,5.34375,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",9.3,101,9,10.63157894736842,5.428571428571429,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",9.4,102,9,10.551724137931034,5.419354838709677,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",9.5,103,9,10.47457627118644,5.409836065573771,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",9.6,103,9,10.3,5.5,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",10.1,104,9,10.229508196721312,5.491525423728813,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",10.2,104,9,10.064516129032258,5.586206896551724,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",10.3,104,9,9.904761904761903,5.684210526315789,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",10.4,110,9,10.3125,5.142857142857143,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",10.5,111,9,10.246153846153844,5.127272727272727,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",10.6,112,9,10.181818181818182,5.111111111111111,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",11.1,113,9,10.119402985074627,5.09433962264151,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",11.2,113,9,9.970588235294118,5.1923076923076925,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",11.3,113,9,9.826086956521738,5.294117647058823,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",11.4,113,8,9.685714285714283,5.4,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",11.5,114,8,9.633802816901408,5.387755102040816,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",11.6,114,8,9.5,5.5,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",12.1,114,8,9.36986301369863,5.617021276595745,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",12.2,115,8,9.324324324324325,5.608695652173913,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",12.3,115,8,9.2,5.733333333333333,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",12.4,116,8,9.157894736842104,5.727272727272728,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",12.5,117,8,9.116883116883116,5.72093023255814,158
