BattingTeam,BowlingTeam,Venue,Overs,current_score,wickets_left,current_run_rate,required_run_rate,target
Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadium,5.2,43,10,8.0625,10.090909090909092,191
Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,12.5,111,6,8.64935064935065,13.813953488372093,210
Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,7.2,40,6,5.454545454545454,12.552631578947368,199
Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",11.6,109,9,9.083333333333334,9.625,186
Kolkata Knight Riders,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",6.2,50,8,7.894736842105263,11.707317073170731,210
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,11.2,60,8,5.294117647058823,9.346153846153848,141
Rajasthan Royals,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",16.1,138,3,8.536082474226804,14.347826086956522,193
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,5.6,54,8,9.0,9.571428571428571,188
Chennai Super Kings,Sunrisers Hyderabad,Wankhede Stadium,6.1,36,9,5.837837837837838,10.337349397590362,179
Delhi Capitals,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",6.1,67,10,10.864864864864863,6.36144578313253,155
Sunrisers Hyderabad,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,19.6,177,5,8.85,0.0,194
Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",6.6,40,8,5.714285714285714,8.384615384615385,149
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,13.1,111,8,8.430379746835444,6.439024390243903,155
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,19.5,170,2,8.571428571428571,24.0,174
Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",15.4,139,7,8.872340425531915,15.461538461538462,206
Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,14.2,120,6,8.372093023255815,10.941176470588236,182
Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,12.2,97,5,7.864864864864865,8.869565217391305,165
Kings XI Punjab,Sunrisers Hyderabad,Punjab Cricket Association IS Bindra Stadium,5.4,32,9,5.647058823529412,8.30232558139535,151
Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,9.2,52,2,5.571428571428571,16.40625,227
Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,16.3,148,7,8.969696969696969,4.0,162
Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,7.4,31,7,4.043478260869565,12.08108108108108,180
Mumbai Indians,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",14.3,99,4,6.827586206896552,15.818181818181818,186
Rajasthan Royals,Kings XI Punjab,Sawai Mansingh Stadium,16.6,150,6,8.823529411764707,11.666666666666666,185
Kings XI Punjab,Mumbai Indians,Wankhede Stadium,17.4,140,7,7.924528301886792,10.285714285714286,164
Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk",13.3,99,7,7.333333333333333,9.384615384615383,160
Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,14.3,152,7,10.482758620689657,10.363636363636363,209
Chennai Super Kings,Royal Challengers Bangalore,M Chinnaswamy Stadium,6.7,68,6,9.488372093023257,3.038961038961039,107
Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,17.5,166,6,9.30841121495327,6.0,179
Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,7.2,29,6,3.954545454545455,9.710526315789474,152
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,6.1,42,8,6.8108108108108105,8.963855421686747,166
Kolkata Knight Riders,Royal Challengers Bangalore,M Chinnaswamy Stadium,7.2,54,8,7.363636363636363,10.421052631578949,186
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",14.1,100,8,7.0588235294117645,7.371428571428571,143
Mumbai Indians,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",8.3,62,10,7.294117647058823,4.521739130434782,114
Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",14.1,95,9,6.705882352941177,8.914285714285715,147
Sunrisers Hyderabad,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",8.3,66,8,7.764705882352941,12.521739130434783,210
Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,11.3,108,8,9.391304347826088,8.352941176470589,179
Delhi Capitals,Mumbai Indians,Arun Jaitley Stadium,11.5,69,6,5.830985915492958,12.244897959183673,169
Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,15.4,160,6,10.212765957446807,11.307692307692308,209
Rajasthan Royals,Sunrisers Hyderabad,Sawai Mansingh Stadium,14.5,103,8,6.943820224719101,8.129032258064516,145
Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,6.4,26,7,3.9,11.55,180
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",7.7,79,8,9.673469387755102,10.901408450704226,208
Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,16.5,148,6,8.792079207920793,3.473684210526316,159
Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,15.1,92,3,6.065934065934066,16.344827586206897,171
Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,9.4,77,10,7.9655172413793105,3.193548387096774,110
Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",10.1,78,10,7.672131147540983,5.389830508474576,131
Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,11.4,101,5,8.657142857142857,15.24,228
Kings XI Punjab,Mumbai Indians,Punjab Cricket Association IS Bindra Stadium,12.3,105,9,8.4,9.6,177
Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,13.1,113,5,8.582278481012658,16.829268292682926,228
Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,15.6,147,4,9.1875,20.25,228
Delhi Capitals,Kolkata Knight Riders,Arun Jaitley Stadium,5.1,34,9,6.580645161290323,10.247191011235955,186
Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",19.1,155,6,8.08695652173913,4.8,159
Kings XI Punjab,Mumbai Indians,Wankhede Stadium,17.1,131,7,7.631067961165049,11.647058823529411,164
Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,15.5,158,8,9.978947368421052,11.04,204
Kings XI Punjab,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",9.6,62,5,6.2,9.8,160
Delhi Capitals,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",9.3,69,9,7.263157894736842,8.761904761904763,161
Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,19.4,156,1,7.932203389830509,108.0,192
Chennai Super Kings,Royal Challengers Bangalore,Wankhede Stadium,18.3,156,6,8.432432432432432,13.333333333333334,176
Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk",10.6,84,8,7.636363636363637,8.444444444444445,160
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,12.3,109,8,8.72,6.133333333333334,155
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,10.4,87,6,8.15625,10.821428571428571,188
Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,11.5,84,4,7.098591549295775,14.081632653061224,199
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,9.2,81,8,8.678571428571429,10.03125,188
Chennai Super Kings,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,18.1,163,6,8.972477064220184,19.09090909090909,198
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",7.2,45,9,6.136363636363637,6.7105263157894735,130
Sunrisers Hyderabad,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",17.4,146,7,8.264150943396226,7.285714285714286,163
Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",7.4,51,9,6.652173913043479,7.216216216216216,140
Mumbai Indians,Kings XI Punjab,Wankhede Stadium,16.6,158,4,9.294117647058824,13.333333333333334,198
Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",14.6,100,5,6.666666666666667,9.8,149
Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,18.2,86,1,4.6909090909090905,19.8,119
Rajasthan Royals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",13.7,152,8,10.729411764705882,16.285714285714285,247
Mumbai Indians,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",17.3,154,4,8.8,16.0,194
Lucknow Super Giants,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",10.4,78,9,7.3125,7.714285714285714,150
Kolkata Knight Riders,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",5.3,26,7,4.727272727272728,9.03448275862069,157
Delhi Capitals,Rajasthan Royals,Arun Jaitley Stadium,5.2,35,8,6.5625,5.5227272727272725,116
Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,12.6,95,8,7.3076923076923075,4.857142857142857,129
Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,8.6,55,6,6.111111111111111,7.636363636363637,139
Mumbai Indians,Royal Challengers Bangalore,M Chinnaswamy Stadium,15.4,110,5,7.0212765957446805,14.307692307692308,172
Sunrisers Hyderabad,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",9.4,67,10,6.931034482758621,8.516129032258064,155
Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,7.3,40,4,5.333333333333333,14.96,227
Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,10.6,97,8,8.818181818181818,15.444444444444445,236
Rajasthan Royals,Mumbai Indians,Wankhede Stadium,7.6,66,9,8.25,8.583333333333334,169
Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,8.2,84,10,10.08,10.714285714285714,209
Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",10.2,77,7,7.451612903225806,3.724137931034482,113
Gujarat Titans,Rajasthan Royals,"Eden Gardens, Kolkata",10.6,104,7,9.454545454545457,9.444444444444445,189
Rajasthan Royals,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",12.5,116,4,9.03896103896104,10.744186046511627,193
Kolkata Knight Riders,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",17.1,121,3,7.048543689320389,12.705882352941176,157
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,8.1,60,9,7.346938775510204,8.028169014084508,155
Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,15.1,136,7,8.967032967032967,20.689655172413797,236
Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,6.7,53,10,7.395348837209302,4.441558441558442,110
Mumbai Indians,Chennai Super Kings,M Chinnaswamy Stadium,11.3,96,6,8.347826086956522,10.823529411764708,188
Kolkata Knight Riders,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,16.1,158,7,9.77319587628866,6.782608695652174,184
Chennai Super Kings,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,7.6,67,7,8.375,10.916666666666666,198
Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,13.1,117,7,8.886075949367088,8.048780487804878,172
Mumbai Indians,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",5.5,50,8,8.571428571428571,10.16470588235294,194
Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,16.2,146,7,8.938775510204081,3.5454545454545454,159
Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",13.2,94,7,7.05,8.25,149
Gujarat Titans,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",6.3,32,8,4.923076923076923,7.333333333333333,131
Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",11.2,78,7,6.882352941176471,9.115384615384617,157
Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",15.3,110,3,7.096774193548387,25.33333333333333,224
Kings XI Punjab,Mumbai Indians,Punjab Cricket Association IS Bindra Stadium,6.1,38,10,6.162162162162162,10.048192771084338,177
Rajasthan Royals,Mumbai Indians,Wankhede Stadium,7.7,71,9,8.693877551020408,9.887323943661972,188
Kings XI Punjab,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",17.5,151,7,8.467289719626168,16.615384615384617,187
Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,16.5,119,5,7.069306930693069,11.68421052631579,156
Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,16.4,109,3,6.54,9.0,139
Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,10.4,81,8,7.59375,5.142857142857143,129
Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,17.6,175,5,9.72222222222222,30.5,236
Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,15.4,123,4,7.851063829787234,15.923076923076923,192
Mumbai Indians,Royal Challengers Bangalore,M Chinnaswamy Stadium,6.4,44,10,6.6,8.475,157
Rajasthan Royals,Mumbai Indians,Wankhede Stadium,9.2,93,9,9.964285714285714,8.90625,188
Rajasthan Royals,Royal Challengers Bangalore,Sawai Mansingh Stadium,18.3,132,4,7.135135135135135,38.66666666666666,190
Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,10.3,75,8,7.142857142857143,9.157894736842104,162
Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,13.1,74,3,5.620253164556962,19.317073170731707,206
Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,5.6,38,6,6.333333333333333,12.0,206
Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadium,9.4,71,8,7.344827586206897,6.290322580645161,136
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,15.4,130,8,8.297872340425531,5.769230769230769,155
Sunrisers Hyderabad,Delhi Capitals,Arun Jaitley Stadium,17.1,114,5,6.640776699029126,5.647058823529412,130
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,11.3,72,7,6.260869565217392,11.647058823529411,171
Royal Challengers Bangalore,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",11.4,106,6,9.085714285714284,13.32,217
Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,17.3,112,1,6.4,10.8,139
Kolkata Knight Riders,Royal Challengers Bangalore,M Chinnaswamy Stadium,11.2,138,8,12.176470588235292,2.423076923076923,159
Royal Challengers Bangalore,Rajasthan Royals,M Chinnaswamy Stadium,14.4,91,7,6.204545454545454,5.0625,118
Royal Challengers Bangalore,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",16.1,152,5,9.402061855670103,14.608695652173912,208
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,7.6,48,7,6.0,9.833333333333334,166
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,11.5,63,8,5.323943661971831,9.551020408163266,141
Royal Challengers Bangalore,Rajasthan Royals,M Chinnaswamy Stadium,15.1,99,7,6.527472527472527,3.931034482758621,118
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,18.3,123,1,6.648648648648648,14.666666666666666,145
Chennai Super Kings,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,6.5,57,7,8.341463414634147,10.708860759493673,198
Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",12.4,102,7,8.052631578947368,13.5,201
Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",6.4,48,9,7.2,8.85,166
Rajasthan Royals,Mumbai Indians,Wankhede Stadium,11.1,89,7,7.970149253731344,12.339622641509434,198
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,18.6,163,7,8.578947368421053,0.0,161
Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",7.4,79,9,10.304347826086955,10.783783783783784,212
Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",14.3,105,4,7.241379310344827,21.63636363636364,224
Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",9.5,72,9,7.322033898305085,7.475409836065574,148
Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",13.4,89,4,6.512195121951219,12.157894736842104,166
Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",16.8,139,5,8.01923076923077,1.875,144
Mumbai Indians,Kings XI Punjab,Wankhede Stadium,11.2,82,7,7.235294117647059,10.038461538461538,169
Rajasthan Royals,Sunrisers Hyderabad,Sawai Mansingh Stadium,10.7,88,9,7.880597014925373,8.264150943396226,161
Kings XI Punjab,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",8.5,61,7,6.90566037735849,8.865671641791044,160
Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk",7.1,64,10,8.930232558139535,7.48051948051948,160
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,11.5,100,7,8.450704225352112,7.959183673469388,165
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,6.2,69,8,10.894736842105264,1.5365853658536586,90
Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,9.5,112,10,11.389830508474576,9.540983606557376,209
Delhi Capitals,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",7.4,81,10,10.565217391304348,6.0,155
Kings XI Punjab,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",14.3,92,4,6.344827586206897,12.363636363636363,160
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,13.2,119,7,8.925,10.35,188
Gujarat Titans,Rajasthan Royals,"Eden Gardens, Kolkata",5.6,63,9,10.5,9.0,189
Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",16.6,125,7,7.352941176470588,11.333333333333334,159
Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,10.1,78,9,7.672131147540983,3.254237288135593,110
Rajasthan Royals,Royal Challengers Bangalore,Sawai Mansingh Stadium,11.2,81,8,7.147058823529412,12.576923076923077,190
Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,13.3,64,4,4.7407407407407405,17.846153846153847,180
Sunrisers Hyderabad,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",14.7,120,6,7.912087912087912,10.344827586206897,170
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,11.6,97,8,8.083333333333334,8.0,161
Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",7.1,73,9,10.186046511627907,9.194805194805197,191
Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,6.4,46,9,6.9,9.975,179
Kings XI Punjab,Mumbai Indians,Wankhede Stadium,11.6,78,8,6.5,10.25,160
Rajasthan Royals,Mumbai Indians,Wankhede Stadium,13.2,125,7,9.375,10.95,198
Sunrisers Hyderabad,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",10.2,71,10,6.870967741935484,8.689655172413794,155
Rajasthan Royals,Mumbai Indians,Wankhede Stadium,8.1,79,9,9.673469387755102,9.211267605633802,188
Mumbai Indians,Chennai Super Kings,M Chinnaswamy Stadium,14.4,104,3,7.090909090909091,15.75,188
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,9.3,123,8,12.947368421052632,5.809523809523809,184
Chennai Super Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",9.6,87,7,8.7,10.6,193
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,14.2,111,6,7.744186046511628,9.705882352941176,166
Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,5.4,40,9,7.0588235294117645,6.209302325581396,129
Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",19.2,136,3,7.0344827586206895,132.0,224
Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,17.4,174,5,9.849056603773583,15.0,209
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,12.6,110,8,8.461538461538462,6.428571428571429,155
Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,14.5,112,6,7.550561797752809,12.96774193548387,179
Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",9.6,71,7,7.1,7.8,149
Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",7.1,53,9,7.395348837209302,8.805194805194805,166
Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",12.6,70,5,5.384615384615385,11.285714285714286,149
Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",15.7,136,8,8.412371134020619,6.782608695652174,162
Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,6.2,48,8,7.578947368421052,9.804878048780488,182
Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,6.5,38,7,5.560975609756097,8.962025316455696,156
Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,8.4,50,7,5.769230769230769,9.352941176470589,156
Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",14.4,95,8,6.477272727272728,8.4375,140
Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,7.3,53,9,7.066666666666666,10.08,179
Mumbai Indians,Kings XI Punjab,Wankhede Stadium,10.3,38,6,3.619047619047619,14.736842105263158,178
Kings XI Punjab,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,7.6,90,10,11.25,6.75,171
Lucknow Super Giants,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",8.6,70,10,7.777777777777778,7.272727272727272,150
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,14.2,77,1,5.372093023255814,11.117647058823527,140
Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,13.2,98,6,7.35,9.75,163
Chennai Super Kings,Royal Challengers Bangalore,M Chinnaswamy Stadium,5.4,25,9,4.411764705882353,10.255813953488373,172
Royal Challengers Bangalore,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",15.1,94,6,6.197802197802198,7.241379310344827,129
Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadium,6.5,52,8,7.609756097560975,6.379746835443038,136
Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,7.1,55,8,7.674418604651163,10.675324675324676,192
Lucknow Super Giants,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",16.2,124,7,7.591836734693878,7.090909090909091,150
Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,5.4,39,9,6.882352941176471,9.767441860465116,179
Rajasthan Royals,Mumbai Indians,Wankhede Stadium,12.4,88,5,6.947368421052632,10.772727272727272,167
Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,15.5,80,3,5.052631578947368,9.36,119
Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,16.6,133,4,7.823529411764706,10.0,163
Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",8.1,59,9,7.224489795918367,7.52112676056338,148
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",18.2,140,7,7.636363636363637,0.0,139
Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,19.4,175,4,8.898305084745763,6.0,177
Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,16.2,114,2,6.979591836734694,13.909090909090908,165
Mumbai Indians,Royal Challengers Bangalore,M Chinnaswamy Stadium,14.1,112,9,7.905882352941177,4.971428571428572,141
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,8.4,67,8,7.730769230769231,12.970588235294118,214
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,11.1,98,8,8.776119402985074,7.584905660377358,165
Mumbai Indians,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",13.3,124,7,9.185185185185183,10.76923076923077,194
Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,14.1,95,6,6.705882352941177,10.457142857142856,156
Delhi Capitals,Mumbai Indians,Arun Jaitley Stadium,15.2,92,5,6.0,16.5,169
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,14.5,126,6,8.49438202247191,9.483870967741936,175
Kolkata Knight Riders,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,6.2,65,9,10.263157894736842,8.707317073170731,184
Mumbai Indians,Royal Challengers Bangalore,M Chinnaswamy Stadium,10.5,69,5,6.369230769230769,11.236363636363636,172
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",8.1,53,8,6.489795918367347,6.507042253521127,130
Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",13.6,87,6,6.214285714285714,6.666666666666667,127
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,6.1,55,8,8.91891891891892,11.49397590361446,214
Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",10.6,71,7,6.454545454545454,7.111111111111111,135
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,8.5,83,8,9.39622641509434,5.82089552238806,148
Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",11.3,71,7,6.173913043478261,11.176470588235292,166
Delhi Capitals,Rajasthan Royals,Arun Jaitley Stadium,8.1,64,7,7.836734693877551,4.394366197183099,116
Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,14.2,101,5,7.046511627906977,14.294117647058824,182
Kolkata Knight Riders,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",11.4,90,10,7.714285714285714,6.36,143
Lucknow Super Giants,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",12.5,100,6,7.792207792207792,11.44186046511628,182
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,6.2,66,9,10.421052631578949,7.975609756097561,175
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,12.6,96,9,7.384615384615385,5.428571428571429,134
Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",13.3,81,7,6.0,7.6923076923076925,131
Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,11.3,84,8,7.304347826086956,5.294117647058823,129
Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,6.2,33,7,5.2105263157894735,9.21951219512195,159
Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,6.3,62,8,9.538461538461538,5.111111111111111,131
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,9.3,83,8,8.736842105263158,10.0,188
Mumbai Indians,Chennai Super Kings,M Chinnaswamy Stadium,18.4,137,2,7.339285714285714,38.25,188
Royal Challengers Bangalore,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",19.4,185,1,9.40677966101695,96.0,217
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",6.2,49,9,7.736842105263157,6.585365853658536,139
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,10.5,87,9,8.03076923076923,5.127272727272727,134
